,castTotalLikes,directorLikes,actor1likes,movieLikes,fbPosters,year,duration,genre,contentRating,criticReviews,userReviews,userVotes,rating
399,43499,0,14000,0,3,2007,122,6,0,238,288,256928,6.9
400,6081,28,4000,863,1,2006,83,1,1,107,100,65270,6.2
401,22226,168,14000,49000,2,2014,139,1,0,459,713,341058,6.7
402,5103,218,5000,0,1,2001,131,2,3,187,662,188887,7.6
403,16930,532,12000,0,1,2003,104,0,0,151,255,82731,6.7
404,2407,323,670,0,1,1993,130,0,0,80,257,106528,6.2
405,2380,252,879,0,1,2005,145,2,0,229,548,119286,7.3
406,1235,681,584,0,5,2006,104,0,0,158,378,179500,6.0
407,2707,6,1000,0,1,2011,97,1,1,190,78,35446,7.1
408,23950,102,12000,10000,0,1998,178,2,0,98,703,169023,7.1
409,1460,99,672,941,1,2002,108,0,3,135,339,61417,5.5
410,1476,189,813,0,0,1979,123,4,3,84,146,19228,7.8
411,11454,763,8000,18000,1,2012,106,1,1,382,208,70838,5.6
412,12687,1000,10000,36000,0,2010,112,0,0,393,522,273921,7.5
413,1439,36,894,0,0,2003,135,0,0,149,466,77029,5.4
414,2818,88,611,374,1,2000,109,4,0,94,171,39391,4.3
415,6355,67,4000,0,3,2002,86,1,1,138,521,71424,4.9
416,578,38,409,46000,0,2012,95,0,3,432,588,203458,7.1
417,12700,153,11000,7000,1,2006,107,4,0,173,685,246492,6.4
418,2662,0,875,0,0,1982,130,4,3,127,211,29932,6.9
419,3326,62,975,0,0,2010,82,0,1,91,63,10233,4.3
420,21863,218,17000,0,0,2008,88,0,0,238,488,243053,6.1
421,3632,0,3000,3000,0,2008,120,0,0,345,342,208422,7.0
422,36928,21000,21000,12000,0,2007,162,6,3,377,589,301279,7.7
423,5839,55,3000,0,1,2000,123,0,0,170,289,100001,5.9
424,21276,293,11000,0,1,2003,101,4,0,191,604,296904,6.7
425,46355,13000,26000,57000,9,2010,113,0,3,424,741,270226,6.5
426,12760,0,10000,0,0,1996,110,0,0,154,378,300542,7.1
427,49942,378,34000,140000,0,2012,142,1,0,673,1959,701607,7.3
428,16143,480,14000,56000,0,2011,102,4,3,383,402,375879,6.5
429,2899,13000,920,0,0,1992,126,0,0,153,610,215255,7.0
430,22813,12,13000,0,1,2006,83,1,1,166,250,127345,6.8
431,3112,255,1000,0,0,2002,85,1,1,180,367,117212,7.2
432,23907,56,12000,0,0,2006,97,4,2,120,102,27838,6.4
433,22750,75,11000,0,0,1998,120,0,0,125,493,135601,6.1
434,25220,23,13000,22000,7,2013,116,0,0,234,205,125036,6.7
435,13693,88,11000,0,11,2005,113,4,0,134,316,130070,6.4
436,4073,31,1000,0,0,2011,87,1,2,91,56,22838,4.4
437,39269,221,12000,14000,4,2013,101,4,0,139,255,107817,5.4
438,44798,88,13000,0,1,2008,110,0,0,265,380,168172,6.5
439,22679,278,18000,0,1,2003,128,4,0,145,402,91092,6.7
440,29585,17000,29000,53000,0,2010,138,5,3,490,964,786092,8.1
441,9913,91,4000,0,2,2008,88,4,0,141,124,48500,5.6
442,1804,77,1000,0,1,2005,91,1,1,163,269,103022,6.3
443,17087,610,12000,11000,0,1997,138,0,3,155,535,283967,7.3
444,12831,163,11000,0,0,2008,99,4,1,144,116,72326,6.1
445,16828,0,15000,0,0,2002,117,6,3,226,1009,200359,7.7
446,16325,221,11000,19000,1,2011,117,4,0,204,203,172878,6.4
447,15362,165,12000,0,6,1997,123,0,3,139,339,225282,6.8
448,5637,154,3000,0,3,2008,118,0,0,215,318,150764,6.6
449,61110,333,22000,0,3,2003,154,1,3,198,674,118483,7.2
450,44797,117,18000,20000,0,2010,118,0,3,325,560,227072,6.9
451,50005,10,49000,0,1,1997,90,4,1,53,64,63625,5.2
452,17786,101,14000,0,0,1999,113,8,0,167,805,58184,4.9
453,15001,30,13000,0,1,1996,88,1,1,46,123,112167,6.3
454,1267,189,1000,0,0,2006,93,1,1,147,424,65499,5.6
455,22194,301,18000,0,0,2008,104,2,0,276,698,139423,5.5
456,8355,503,8000,0,1,1997,135,0,3,80,162,76099,6.7
457,20411,452,11000,82000,4,2014,134,0,3,406,701,303185,7.6
458,12729,425,11000,0,2,1998,98,0,0,97,164,60910,5.7
459,4394,40,3000,0,0,2010,80,1,1,143,100,16385,4.6
460,14261,21,13000,4000,0,2002,83,1,2,106,216,44143,7.0
461,5392,153,3000,0,1,2011,102,4,1,178,127,44662,5.2
462,12186,81,10000,0,0,1998,130,0,0,102,370,58402,5.1
463,20056,438,18000,0,1,2004,129,2,3,209,363,86422,6.6
464,1753,69,898,91,0,1997,117,2,0,19,40,666,7.0
465,26839,266,12000,16000,0,2015,89,3,1,152,97,56501,6.7
466,814,11,340,607,0,1999,74,3,2,129,186,27543,7.3
467,1919,25,891,3000,0,2002,96,0,0,124,615,103787,5.9
468,10731,31,9000,0,0,1998,114,0,1,35,88,22955,5.6
469,25942,57,20000,0,4,2001,99,0,3,166,543,155532,6.5
470,2864,258,2000,951,1,2005,129,0,1,137,244,71574,5.9
471,49631,25,49000,32000,1,1998,113,2,0,121,619,83560,7.0
472,25190,65,11000,0,0,2000,90,4,0,87,237,80639,5.3
473,27114,0,13000,0,2,2005,118,0,0,233,492,98472,5.9
474,22590,13000,20000,0,3,1996,106,0,0,132,405,172217,6.3
475,14831,93,12000,0,2,1997,117,0,3,95,182,55913,6.9
476,18132,84,13000,0,5,2009,89,0,0,258,252,151424,6.3
477,1825,79,981,0,1,2000,145,2,0,162,315,45231,7.3
478,25126,357,13000,0,0,1996,114,0,0,61,101,53132,5.8
479,1971,43,882,0,0,2013,87,1,1,113,66,8913,5.2
480,971,64,743,0,0,2000,119,0,0,174,1308,65464,2.4
481,5593,287,3000,665,4,2003,91,1,1,101,160,24183,5.7
482,619,252,529,0,4,2009,118,2,0,205,232,37446,5.8
483,43887,503,23000,0,0,2003,116,0,0,123,457,53057,5.6
484,4346,0,766,0,1,1997,177,0,3,79,376,56403,6.0
485,2521,750,1000,964,0,1998,97,1,2,61,216,24868,5.8
486,16922,42,14000,21000,0,2015,106,0,0,202,117,58752,6.0
487,2,14,2,995,1,2000,106,0,0,145,348,47612,5.7
488,683,0,563,941,0,2006,94,1,1,101,64,25843,6.0
489,152,63,67,0,0,2009,104,9,2,113,42,7630,7.8
490,1890,0,1000,785,0,2005,102,0,0,113,301,16474,4.2
491,1099,545,795,20000,0,2014,105,0,0,272,308,84508,5.6
492,370,0,163,138,0,2015,89,3,1,3,1,230,4.4
493,2827,2000,1000,29000,0,2001,135,7,0,205,1171,610568,8.2
494,6458,28,2000,17000,0,1994,73,1,2,186,656,644348,8.5
495,27842,62,14000,0,3,2012,94,0,1,178,133,67296,5.8
496,848,18,622,15000,0,2013,95,3,1,169,85,64387,6.5
497,35867,420,22000,0,0,2002,124,6,3,210,764,204063,7.2
498,36925,394,24000,0,1,2004,136,0,0,140,345,67856,6.7
499,27405,221,14000,0,2,2011,91,4,1,156,264,60370,3.4
500,25296,309,23000,0,5,2003,107,0,0,150,370,191912,5.9
501,30230,54,12000,31000,1,2015,108,1,1,119,64,28276,7.8
502,2323,101,1000,0,2,2007,99,10,0,232,273,65037,5.9
503,28050,5,22000,413,0,2000,92,1,1,49,197,16611,4.1
504,4782,11,1000,36000,0,2016,87,3,1,165,155,24407,6.8
505,4714,45,1000,0,3,2003,110,0,0,202,786,141533,5.8
506,11905,275,7000,56000,0,2013,98,3,1,306,284,286877,7.5
507,16785,776,10000,16000,0,1996,154,0,0,185,856,430055,6.9
508,1635,14000,610,0,0,1997,129,0,0,177,552,278362,6.5
509,1777,35,851,0,0,2005,86,1,1,181,385,266636,6.9
510,16479,0,16000,17000,0,2006,109,2,3,372,1206,361767,7.9
511,21397,0,20000,0,0,2000,104,0,0,290,1401,452928,7.4
512,25763,335,11000,0,0,2008,110,0,3,316,713,299852,6.7
513,15999,0,12000,51000,1,1996,136,0,3,122,415,259492,7.4
514,1815,107,835,0,0,2006,115,0,1,164,253,194249,6.9
515,12952,88,11000,11000,2,2004,99,4,0,147,456,266103,6.8
516,1673,163,719,0,9,2007,117,4,1,219,401,98693,6.7
517,1970,212,613,893,0,2004,125,11,3,167,308,28635,5.1
518,5320,16,2000,509,0,1999,110,0,1,70,231,36491,4.1
519,13312,255,11000,105000,6,2013,125,6,0,384,629,447979,7.3
520,28497,221,12000,12000,4,2010,102,4,0,179,311,181443,6.0
521,16199,14000,15000,16000,0,2004,128,4,0,151,596,303864,7.3
522,5174,87,3000,1000,4,2009,100,4,1,107,57,16271,5.4
523,3424,258,867,0,0,2000,124,0,0,134,379,49536,5.9
524,60646,0,22000,0,1,2007,102,7,3,269,289,88451,7.1
525,63165,10,22000,0,0,2004,90,1,1,143,288,132415,6.0
526,2856,386,912,0,0,2006,130,2,0,241,503,55901,6.5
527,15889,473,12000,0,4,2005,118,4,0,161,323,59435,5.7
528,2529,14000,745,0,0,2005,163,2,3,298,824,176936,7.6
529,16580,845,13000,0,1,2003,142,0,3,89,394,93494,6.6
530,25206,126,19000,0,2,2010,100,0,0,140,120,72867,5.4
531,15735,0,15000,43000,2,2015,116,0,0,362,360,175960,7.3
532,12522,274,11000,0,2,2004,131,4,0,124,342,65668,6.5
533,17299,27,12000,0,0,2006,91,3,1,190,229,71137,6.6
534,13934,272,13000,0,2,2001,123,4,0,132,261,57038,6.6
535,1695,109,919,0,3,1995,134,0,0,53,180,55350,5.9
536,804,72,582,0,2,1999,148,2,0,91,217,31080,6.7
537,16691,763,15000,30000,1,2011,110,0,3,284,405,138190,6.1
538,103354,17,87000,0,0,2005,113,0,3,152,288,93790,6.6
539,15857,383,13000,0,0,2000,94,0,1,131,377,52244,6.6
540,14028,41,11000,648,2,2003,116,0,0,132,254,31293,5.3
541,2542,545,933,0,1,1998,99,0,3,67,373,44248,6.0
542,4368,10,3000,0,0,2009,84,2,0,130,119,35510,6.0
543,5580,253,3000,683,0,2001,93,3,0,74,171,14280,4.7
544,4397,212,2000,1000,4,2004,113,0,0,114,222,45815,6.1
545,33645,0,18000,0,0,2000,106,2,0,294,1344,245152,7.2
546,13616,22,7000,70000,0,2015,91,0,1,308,275,142403,6.4
547,7067,0,4000,42000,4,2011,128,0,0,435,918,197584,6.1
548,15269,0,12000,880,1,1998,98,6,3,117,241,64121,5.9
549,1044,272,548,0,3,1998,134,2,0,108,274,81611,6.0
550,24350,6,22000,14000,0,2016,97,0,1,141,126,27130,6.3
551,13827,72,11000,0,0,2008,112,0,0,176,138,59352,5.6
552,11852,0,11000,0,1,2009,153,4,3,230,301,100837,6.4
553,5187,532,3000,0,1,2007,110,0,3,234,289,101386,7.1
554,12410,285,8000,0,5,2006,122,0,0,164,437,130776,6.6
555,3287,41,1000,266,0,2001,87,4,1,91,79,33884,4.6
556,1976,0,906,17000,1,1995,178,7,3,132,1065,736638,8.4
557,15850,0,15000,0,0,2005,125,0,3,262,657,143525,7.1
558,3086,30,745,0,0,2007,87,1,0,299,763,259083,7.4
559,4310,0,940,0,1,2001,152,2,1,128,376,45031,6.9
560,14780,212,13000,886,0,2001,116,0,0,109,346,34435,4.5
561,55,218,21,2000,0,2004,109,1,1,88,124,11798,7.1
562,7273,0,3000,0,0,2004,108,2,0,261,2003,193770,6.5
563,4166,84,1000,694,0,1998,85,4,0,73,98,74343,5.3
564,1675,0,710,0,0,2002,106,2,0,208,2335,271592,6.7
565,1148,80,692,0,1,2004,93,1,1,205,483,314630,7.2
566,4905,487,1000,0,0,2006,117,1,2,256,584,263853,7.2
567,12790,0,8000,0,2,1999,116,4,1,103,255,74274,5.5
568,14790,357,14000,10000,0,2002,132,0,0,191,737,142569,5.8
569,5217,5,870,16000,0,2015,92,1,1,147,133,34359,6.0
570,3667,2000,960,1000,1,1996,139,6,3,79,158,98989,6.6
571,36741,16000,13000,42000,1,2009,153,1,3,486,1527,885175,8.3
572,64259,14000,49000,13000,1,1991,142,1,1,75,363,182802,6.7
573,16235,420,12000,21000,0,2014,101,0,0,245,269,115687,6.0
574,16595,212,13000,0,0,1990,124,0,3,142,316,269858,7.1
575,14486,69,10000,0,1,2003,117,0,0,144,340,119807,6.0
576,11458,488,10000,0,1,2001,141,8,3,153,1248,206776,6.9
577,5609,0,3000,0,1,2006,110,2,0,284,1040,78635,5.6
578,3222,545,886,0,0,2004,109,0,0,247,1283,143628,5.6
579,5227,84,1000,2000,0,2009,88,3,1,107,98,31649,4.5
580,6181,130,4000,5000,0,2002,124,0,3,141,742,103241,7.1
581,31782,845,18000,45000,3,2013,119,0,3,358,698,203154,6.5
582,6207,906,1000,1000,0,1998,103,0,1,160,515,56741,6.4
583,4001,473,833,25000,0,2011,116,0,0,355,800,154955,5.8
584,16138,13000,12000,26000,0,2003,125,1,0,235,816,350698,8.0
585,1439,0,443,0,1,1994,125,2,3,59,137,43559,6.2
586,46726,14000,25000,28000,1,2011,146,2,0,388,488,116159,7.2
587,27674,0,13000,34000,7,2014,118,2,0,371,403,102248,6.1
588,4074,0,2000,0,0,1989,171,1,0,82,380,131217,7.6
589,1579,0,903,13000,2,2010,136,2,0,297,245,84118,6.3
590,5178,28,3000,37000,1,2014,92,0,0,261,423,138582,6.3
591,32563,380,18000,0,0,1998,116,0,3,120,281,58023,6.3
592,16034,905,15000,15000,8,2007,127,1,0,228,492,212085,7.7
593,12226,218,11000,0,1,1997,136,1,0,76,119,96385,7.0
594,18510,2000,17000,0,2,2011,111,4,0,185,141,43709,5.3
595,12993,541,12000,792,2,2002,116,0,0,128,189,39659,5.6
596,13517,43,12000,0,0,2005,113,0,3,237,814,88146,5.2
597,1576,84,989,531,1,2002,97,0,0,105,141,41663,5.4
598,5861,24,5000,24000,1,2012,88,0,3,242,271,117096,6.4
599,712,163,394,33000,7,2012,136,4,0,360,356,61995,5.9
600,15916,40,13000,997,0,2002,125,2,3,112,196,43651,6.3
601,49608,5,26000,17000,2,2011,116,0,3,189,157,105556,6.5
602,2763,323,1000,584,3,2002,98,0,3,151,289,22264,3.0
603,1846,8,349,391,1,2002,91,0,3,92,277,16761,3.6
604,13628,13,11000,815,0,1998,97,0,3,79,126,26893,5.8
605,3734,101,2000,2000,0,2001,95,0,1,81,123,25572,6.2
606,6946,6,2000,5000,1,2013,88,1,1,51,54,5116,5.6
607,28129,0,26000,11000,1,2015,133,0,3,261,207,38983,5.4
608,12871,14,11000,0,2,2004,106,0,1,197,618,72868,6.1
609,1899,105,844,764,1,2006,116,6,3,159,313,31124,4.2
610,15708,101,13000,34000,1,2013,115,0,3,286,279,177653,6.7
611,1520,212,576,12000,0,2014,99,0,0,156,202,44891,4.2
612,12556,31,11000,0,0,2002,124,0,0,176,568,86504,6.4
613,52547,171,21000,29000,3,2010,124,1,0,293,498,184637,4.9
614,32871,0,22000,0,0,2001,124,6,3,141,445,101899,6.8
615,11608,275,7000,31000,0,2010,87,3,1,304,296,385943,7.7
616,1132,29,584,617,1,1995,105,0,3,40,62,32224,5.6
617,30010,3000,14000,30000,0,2015,125,4,3,280,229,117739,6.4
618,1829,448,614,29000,2,2009,141,1,3,180,172,52496,7.2
619,3986,18,1000,0,4,1999,121,0,0,125,435,53970,6.0
620,3393,101,966,10000,3,2011,111,4,3,237,143,103230,5.9
621,18216,0,14000,0,1,1999,157,7,3,209,521,133526,7.9
622,3524,44,788,12000,0,2016,117,0,0,178,113,27481,6.8
623,29824,0,29000,0,1,2008,128,0,3,238,263,174248,7.1
624,10419,116,7000,0,2,2010,114,4,0,190,264,80338,5.9
625,8281,335,3000,98000,0,2012,105,0,3,393,348,128629,5.9
626,1302,36,537,0,1,1999,113,0,0,138,274,88132,6.2
627,4230,38,940,0,0,1998,121,2,0,142,297,85720,7.0
628,14625,4,14000,0,0,2007,102,0,0,90,174,29285,5.4
629,44998,14000,15000,22000,2,1998,169,0,3,219,2277,881236,8.6
630,7081,76,3000,32000,1,2014,132,0,0,327,346,136954,6.5
631,5838,278,2000,0,1,2000,127,4,0,149,395,158864,6.4
632,5437,77,1000,3000,0,2002,103,1,1,193,467,328159,7.6
633,12194,759,11000,4000,1,2003,136,2,3,175,662,75573,5.5
634,25517,14000,23000,71000,0,2012,150,7,0,538,720,197412,7.4
635,18563,0,18000,25000,3,1999,136,0,3,313,3646,1217752,8.7
636,17171,2000,15000,5000,0,1995,140,1,1,159,296,208817,7.6
637,1441,719,605,0,0,1990,113,0,3,196,391,240241,7.5
638,5265,54,901,1000,0,2002,104,4,2,80,116,34561,5.5
639,46204,0,20000,144000,1,2012,158,2,0,488,845,243834,7.6
640,17768,0,15000,0,2,1998,119,4,1,153,556,151812,6.5
641,11264,285,8000,0,2,2008,106,4,3,173,277,212499,6.9
642,12396,258,12000,0,0,1998,136,0,0,156,318,135404,6.7
643,23018,480,21000,25000,3,2010,95,4,3,307,285,272789,6.6
644,2938,11000,769,35000,0,2014,137,7,0,322,351,103589,7.2
645,17771,16000,16000,0,1,2000,130,0,0,169,326,60165,6.4
646,15229,212,13000,0,1,1993,124,0,3,74,172,96096,6.4
647,2913,610,848,0,2,1996,108,0,3,72,189,77390,6.0
648,16452,226,13000,0,1,2000,104,4,1,86,139,34473,6.1
649,14421,0,12000,0,0,2006,129,2,0,242,564,67395,6.0
650,12850,179,8000,0,1,2003,117,2,0,141,264,61490,6.4
651,1375,119,600,59000,0,2012,99,4,3,313,310,213863,6.4
652,11424,0,10000,10000,1,1999,159,2,3,280,1500,227071,7.3
653,4796,87,2000,16000,6,2014,118,4,1,176,213,24735,5.2
654,11943,43,10000,23000,0,2015,105,4,3,279,221,149337,6.6
655,29808,368,27000,18000,3,2012,103,0,0,241,238,147641,6.3
656,19764,687,16000,0,0,2004,122,0,3,185,514,132954,5.9
657,3860,468,1000,0,0,1984,114,0,0,97,383,41776,6.4
658,1409,0,509,688,0,1998,143,4,3,117,157,23940,6.7
659,17913,545,14000,32000,0,2012,96,0,3,239,423,104831,5.4
660,28643,545,26000,0,4,2008,111,0,3,230,211,166610,6.4
661,1531,212,394,4000,2,1996,121,0,3,94,285,60508,6.7
662,1013,138,324,892,1,2000,135,0,3,134,265,49300,6.2
663,32232,4000,17000,0,0,2005,101,0,1,136,202,67707,6.1
664,13209,21000,11000,48000,2,1999,151,2,3,315,2968,1347461,8.8
665,12088,368,11000,0,0,2006,131,2,1,96,175,46951,7.1
666,15944,36,13000,0,0,1991,100,0,3,60,249,43376,5.7
667,3580,0,975,177,1,2000,105,4,3,60,69,8560,5.0
668,3165,72,623,15000,0,2014,92,0,0,308,194,65709,5.1
669,450,2000,268,0,0,2005,130,6,0,127,138,25474,6.9
670,7048,38,3000,0,0,2005,100,0,0,196,380,71202,4.8
671,49433,436,23000,32000,3,2014,102,0,3,339,239,111102,6.5
672,16710,521,11000,295,1,1999,133,2,3,96,290,17025,5.1
673,2131,175,963,40000,0,2015,121,1,0,361,265,134625,7.1
674,253,670,177,26000,0,2006,147,6,3,226,482,190490,7.5
675,2725,116,645,0,2,2002,94,0,0,194,795,162909,6.2
676,23365,42,12000,0,1,2009,94,0,1,138,77,25681,6.3
677,2129,14000,967,19000,0,1993,127,1,0,308,895,613473,8.1
678,5708,759,2000,0,0,1994,212,1,0,40,145,35314,6.6
679,14178,176,11000,0,1,1994,141,0,0,42,133,69663,6.9
680,58,10,21,0,3,2015,103,0,3,68,86,11584,6.1
681,6334,322,979,0,1,2006,98,4,0,78,187,39471,4.3
682,14931,84,11000,0,0,2000,116,0,0,178,602,65297,6.6
683,2668,0,524,0,0,1995,114,4,0,75,214,43027,6.8
684,6658,12,3000,0,6,2008,87,4,0,150,250,43300,3.8
685,14536,11,11000,0,2,2001,125,0,3,113,399,38076,5.9
686,49912,16000,46000,114000,1,2015,187,6,3,596,1018,272839,7.9
687,13232,8,8000,0,2,2007,93,4,0,191,246,129995,6.3
688,2558,25,989,0,0,2011,95,1,1,156,82,24089,5.5
689,32360,0,18000,13000,0,2006,117,0,3,460,2073,607235,7.7
690,24938,116,22000,0,6,2004,106,4,0,141,428,211296,6.3
691,4811,64,2000,11000,0,2008,115,4,1,180,320,116681,7.1
692,17716,0,15000,30000,0,1999,189,6,3,186,1377,782610,8.5
693,1412,12,419,0,3,2007,100,0,0,177,255,99989,5.9
694,2252,10,925,912,0,2005,81,1,2,161,251,63912,5.8
695,4348,21000,835,146000,0,2014,149,6,3,568,1127,569841,8.1
696,13249,218,13000,0,1,2002,119,0,0,249,849,407601,7.9
697,1784,258,394,0,2,1995,130,0,0,137,416,199025,7.2
698,2321,165,577,885,0,1999,116,2,3,113,274,42705,6.3
699,3698,608,2000,18000,1,1998,103,4,1,213,877,667983,8.1
700,1195,59,770,0,2,1998,99,1,1,120,353,91093,7.0
701,4050,41,1000,886,1,2003,92,4,1,81,116,49486,5.5
702,20148,175,18000,22000,1,2013,109,0,3,265,172,156898,6.7
703,4171,6,3000,0,0,2001,87,0,1,105,235,46031,5.2
704,35084,473,26000,0,6,2003,111,0,0,155,497,285623,7.0
705,2636,30,1000,0,2,2002,101,4,0,118,269,85673,6.1
706,25788,35,13000,0,0,1998,83,1,1,131,289,124641,6.6
707,8172,0,4000,0,6,2009,113,4,0,166,144,83506,5.5
708,14006,12000,10000,0,0,1990,107,0,0,60,97,60476,5.9
709,20348,163,12000,781,6,2005,94,1,1,77,128,42737,5.4
710,2517,47,988,24000,0,2015,132,0,0,249,360,138246,6.4
711,20440,708,11000,26000,1,2010,140,2,0,213,302,63493,5.7
712,16646,420,12000,0,1,2000,125,4,0,121,322,85844,6.7
713,24928,124,13000,32000,4,2010,111,0,0,315,328,238916,7.1
714,20761,0,14000,0,5,1999,156,2,3,171,452,97047,6.8
715,20683,0,19000,0,0,1998,170,2,0,96,263,32353,6.5
716,13581,0,10000,0,0,2004,120,6,3,299,836,293662,7.6
717,14611,55,12000,0,4,2002,100,0,0,167,432,102129,5.5
718,4496,13,2000,0,2,2004,115,0,0,125,323,48753,6.5
719,16385,188,10000,38000,2,2012,130,0,0,387,448,226570,7.0
720,3697,212,1000,0,1,1999,105,0,3,199,643,99043,5.8
721,679,197,433,0,0,2009,111,9,1,136,223,33158,7.3
722,13634,0,13000,42000,4,2011,106,2,0,436,411,180479,6.6
723,1233,18,658,858,0,2003,89,0,1,73,181,23476,4.4
724,647,253,309,10000,1,2009,100,3,1,310,279,143121,7.7
725,13654,0,11000,6000,0,2008,91,10,3,323,1264,163130,5.0
726,20454,12000,18000,14000,2,2004,146,0,3,171,690,266310,7.7
727,24664,48,21000,747,0,2006,98,4,1,76,83,14888,4.4
728,3943,480,881,0,5,2004,101,4,0,173,308,120795,6.1
729,4530,32,854,0,1,1996,94,4,1,81,162,68406,5.4
730,1112,0,366,0,1,2004,132,0,0,242,597,244566,6.8
731,4713,234,3000,1000,1,1998,115,2,0,110,181,23302,6.5
732,13597,28,10000,12000,0,2012,92,1,1,328,176,72287,7.0
733,38227,105,24000,0,0,1997,124,0,3,83,227,88225,6.3
734,3637,610,834,0,0,2003,119,0,0,196,347,89816,6.3
735,3653,50,1000,829,2,1996,124,2,0,34,54,11370,6.1
736,13403,18,9000,0,0,2008,93,1,2,118,106,31209,6.1
737,2018,11,966,797,2,2002,98,0,0,81,207,61966,5.3
738,2318,14,789,1000,1,1995,92,0,3,47,126,35918,5.4
739,1411,0,539,17000,3,2014,105,0,0,313,289,99035,6.2
740,75793,737,34000,24000,3,2015,124,7,0,315,256,75329,6.6
741,20276,24,18000,28000,3,2016,99,0,3,225,323,69484,5.9
742,3090,0,1000,0,0,1997,116,0,3,223,656,170179,6.3
743,1640,845,650,0,0,2007,124,0,3,198,338,256213,7.2
744,3151,7,874,11000,3,2014,96,1,1,219,122,40883,6.8
745,4294,165,1000,0,1,1998,104,4,0,92,257,55749,6.1
746,22128,97,11000,64000,0,2014,100,0,1,435,471,246698,7.8
747,4305,11,1000,621,2,2005,115,0,0,111,156,51252,5.0
748,53024,38,23000,0,0,2002,101,0,0,138,569,107859,6.2
749,34738,181,33000,40000,3,2013,113,0,3,415,264,173530,6.7
750,12258,11000,10000,0,2,2009,100,1,0,170,203,76770,4.9
751,24458,16000,13000,23000,1,2009,134,7,0,306,259,124222,7.4
752,19776,162,18000,0,3,2009,127,6,0,252,235,113295,7.1
753,10623,209,8000,0,0,2009,125,4,0,211,184,41727,6.2
754,2151,80,1000,448,2,1999,94,4,1,49,73,10883,4.9
755,1352,69,310,690,0,2006,107,0,0,161,213,42144,6.1
756,22668,2,12000,0,1,2009,91,1,1,156,72,41259,6.1
757,31224,53,27000,0,0,2002,116,0,0,172,842,58450,6.4
758,1395,0,436,0,1,2003,100,4,0,161,322,76560,6.3
759,17871,39,16000,11000,0,2012,111,2,0,239,150,47954,6.8
760,7053,258,2000,0,1,2010,117,6,3,258,256,75201,6.6
761,1976,0,510,956,0,1997,110,11,3,95,165,19176,5.7
762,22889,11000,22000,846,1,2002,96,4,3,105,138,69319,5.9
763,38809,50,22000,0,2,2008,101,0,3,198,248,73368,6.0
764,16536,17,13000,0,1,1998,111,0,3,79,127,54314,6.1
765,23745,456,21000,0,0,2009,117,7,0,210,143,44099,6.7
766,34774,0,13000,0,3,2000,126,2,0,125,267,45296,6.7
767,36897,488,22000,15000,1,2000,152,1,3,149,822,207287,7.9
768,14918,25,13000,470,0,2006,86,3,1,77,74,27517,5.0
769,993,93,287,0,2,2005,101,0,0,77,213,51349,4.3
770,1417,124,865,20000,0,2011,87,0,0,225,233,97089,5.7
771,11301,0,11000,880,0,2003,85,1,1,98,91,36144,6.7
772,2525,545,722,10000,0,1997,130,11,3,172,857,120416,6.7
773,87697,0,26000,123000,3,2012,173,0,0,703,1722,995415,8.1
774,2109,293,780,0,0,2002,104,2,0,117,243,31788,6.1
775,22833,0,19000,0,0,2006,121,6,3,240,644,63363,5.6
776,12634,23,11000,2000,1,2006,140,0,0,123,247,35565,6.6
777,3012,37,968,0,3,2001,131,0,3,110,281,57100,6.9
778,1262,394,889,589,0,2000,91,11,0,100,282,14596,4.8
779,22447,167,20000,17000,0,2014,118,2,0,189,126,41288,6.2
780,10247,91,5000,44000,3,2013,130,8,0,212,457,107028,6.0
781,1865,48,973,791,1,2008,90,1,1,127,109,31640,4.9
782,1467,179,794,0,2,2005,103,2,0,196,411,44966,5.6
783,15275,2000,11000,641,0,1999,122,4,0,115,195,35599,6.1
784,5329,34,3000,0,3,2008,106,1,1,161,110,60232,6.1
785,20881,436,19000,2000,1,2008,103,0,0,223,290,53864,4.8
786,42683,192,40000,12000,2,2015,107,0,3,181,188,47320,5.5
787,26564,892,26000,0,3,2007,156,0,0,140,368,38398,3.8
788,12947,258,11000,0,2,2003,127,1,3,54,156,22570,6.5
789,12133,131,11000,0,0,2005,132,0,3,81,183,18209,6.7
790,18239,84,16000,117000,0,2016,108,0,3,579,1058,479047,8.1
791,2367,65,743,296,1,1998,114,4,1,56,88,16260,4.9
792,16277,16000,14000,112000,0,2014,133,0,3,490,916,325264,7.3
793,5497,11,2000,35000,4,2015,103,1,1,218,154,47968,6.4
794,2876,70,970,0,1,2005,95,4,0,142,263,82819,6.7
795,6299,32,1000,500,0,2000,90,4,1,57,85,15517,3.6
796,14574,10,13000,2000,1,1988,87,0,3,84,171,92106,5.7
797,589,0,142,472,8,2008,114,4,0,186,120,27664,6.0
798,36167,153,12000,0,4,2015,119,4,4,53,143,27019,4.9
799,3150,30,963,0,2,2009,103,4,0,133,121,29523,4.7
800,5081,189,1000,22000,2,2013,125,4,0,246,281,159931,6.3
801,16098,545,14000,19000,1,2010,97,0,3,253,410,131447,5.9
802,4416,143,1000,0,0,2012,125,0,0,144,273,28807,5.9
803,45271,138,18000,11000,2,1997,136,2,3,117,431,259519,7.5
804,16484,51,11000,12000,2,2012,116,4,3,157,198,70681,5.6
805,2710,357,2000,0,0,1996,103,0,0,60,139,78343,6.4
